id,zip_code,city,state_id,latitude,longitude
27113,63942,Gatewood,3948,36.5626,-91.0703
27114,63943,Grandin,3948,36.828,-90.7942
27115,63944,Greenville,3948,37.1108,-90.4514
27116,63945,Harviell,3948,36.6723,-90.5583
27117,63950,Lodi,3948,37.1196,-90.445
27118,63951,Lowndes,3948,37.1343,-90.2544
27119,63952,Mill Spring,3948,37.0675,-90.6746
27120,63953,Naylor,3948,36.5843,-90.6124
27121,63954,Neelyville,3948,36.571,-90.4995
27122,63955,Oxly,3948,36.5874,-90.692
27123,63956,Patterson,3948,37.1884,-90.5507
27124,63957,Piedmont,3948,37.1573,-90.699
27125,63960,Puxico,3948,36.9422,-90.1623
27126,63961,Qulin,3948,36.5818,-90.2617
27127,63962,Rombauer,3948,36.7125,-90.407
27128,63964,Silva,3948,37.2119,-90.4375
27129,63965,Van Buren,3948,37.0015,-91.0007
27130,63966,Wappapello,3948,36.9356,-90.2709
27131,63967,Williamsville,3948,36.9638,-90.4879
27132,64001,Alma,3948,39.1048,-93.5429
27133,64002,Lees Summit,3948,38.9285,-94.3983
27134,64011,Bates City,3948,39.0219,-94.0798
27135,64012,Belton,3948,38.8161,-94.5328
27136,64013,Blue Springs,3948,39.017,-94.2816
27137,64014,Blue Springs,3948,39.0152,-94.2604
27138,64015,Blue Springs,3948,39.015,-94.3118
27139,64016,Buckner,3948,39.1303,-94.2062
27140,64017,Camden,3948,39.2048,-94.0259
27141,64018,Camden Point,3948,39.4515,-94.7444
