id,job_id,default_weightage,date_created,date_updated,skill_id,experience_months
1102,56,2,2018-04-24 16:40:24.024799+00,2018-04-24 16:40:24.024822+00,57,6
1103,56,2,2018-04-24 16:40:24.028604+00,2018-04-24 16:40:24.028628+00,7420,6
1104,38,4,2018-04-26 20:11:05.879868+00,2018-04-26 20:11:05.879901+00,7461,6
1105,38,2,2018-04-26 20:11:05.884795+00,2018-04-26 20:11:05.884827+00,7496,12
1106,38,2,2018-04-26 20:11:05.888461+00,2018-04-26 20:11:05.888486+00,178,6
1107,38,3,2018-04-26 20:11:05.892176+00,2018-04-26 20:11:05.892201+00,7453,12
1108,38,2,2018-04-26 20:11:05.895615+00,2018-04-26 20:11:05.895643+00,170,6
1109,38,4,2018-04-26 20:11:05.89901+00,2018-04-26 20:11:05.899035+00,32,12
1110,38,2,2018-04-26 20:11:05.902646+00,2018-04-26 20:11:05.902674+00,3,6
1111,38,3,2018-04-26 20:11:05.905911+00,2018-04-26 20:11:05.905935+00,7514,6
1112,57,2,2018-05-01 21:58:49.786253+00,2018-05-01 21:58:49.786287+00,31,6
1113,57,3,2018-05-01 21:58:49.79256+00,2018-05-01 21:58:49.792586+00,7411,6
1114,57,2,2018-05-01 21:58:49.796265+00,2018-05-01 21:58:49.796292+00,7647,6
1115,57,2,2018-05-01 21:58:49.799772+00,2018-05-01 21:58:49.799796+00,306,6
1116,57,3,2018-05-01 21:58:49.803351+00,2018-05-01 21:58:49.80338+00,7447,6
1117,57,4,2018-05-01 21:58:49.806902+00,2018-05-01 21:58:49.806928+00,7682,6
1118,57,4,2018-05-01 21:58:49.810219+00,2018-05-01 21:58:49.810244+00,153,6
1119,57,1,2018-05-01 21:58:49.813645+00,2018-05-01 21:58:49.81367+00,7378,6
1120,57,4,2018-05-01 21:58:49.817019+00,2018-05-01 21:58:49.817043+00,473,6
1121,57,3,2018-05-01 21:58:49.820623+00,2018-05-01 21:58:49.820647+00,7406,6
1122,57,2,2018-05-01 21:58:49.824219+00,2018-05-01 21:58:49.824243+00,7421,6
1123,57,1,2018-05-01 21:58:49.827579+00,2018-05-01 21:58:49.827604+00,7427,6
1124,57,4,2018-05-01 21:58:49.830926+00,2018-05-01 21:58:49.83095+00,7539,12
1125,57,5,2018-05-01 21:58:49.834234+00,2018-05-01 21:58:49.834257+00,25,12
1126,57,5,2018-05-01 21:58:49.837593+00,2018-05-01 21:58:49.837622+00,6635,6
1127,57,4,2018-05-01 21:58:49.841054+00,2018-05-01 21:58:49.841086+00,23,6
1128,57,5,2018-05-01 21:58:49.845318+00,2018-05-01 21:58:49.845344+00,199,12
1129,57,4,2018-05-01 21:58:49.850184+00,2018-05-01 21:58:49.85021+00,7518,6
1130,57,4,2018-05-01 21:58:49.854999+00,2018-05-01 21:58:49.855024+00,57,6
1131,57,4,2018-05-01 21:58:49.860203+00,2018-05-01 21:58:49.860228+00,6633,12
1132,57,4,2018-05-01 21:58:49.864212+00,2018-05-01 21:58:49.864236+00,51,12
1133,57,2,2018-05-01 21:58:49.868555+00,2018-05-01 21:58:49.86858+00,11986,6
1134,57,3,2018-05-01 21:58:49.873326+00,2018-05-01 21:58:49.873351+00,114,6
1135,57,3,2018-05-01 21:58:49.877391+00,2018-05-01 21:58:49.877415+00,211,6
1136,57,2,2018-05-01 21:58:49.88217+00,2018-05-01 21:58:49.882196+00,203,6
1137,57,2,2018-05-01 21:58:49.886965+00,2018-05-01 21:58:49.88699+00,12,6
1138,57,4,2018-05-01 21:58:49.89176+00,2018-05-01 21:58:49.891784+00,7420,6
1139,57,4,2018-05-01 21:58:49.896803+00,2018-05-01 21:58:49.896828+00,166,12
1140,7,4,2018-05-14 22:48:40.4086+00,2018-05-14 22:48:40.408636+00,7442,6
1141,7,2,2018-05-14 22:48:40.415097+00,2018-05-14 22:48:40.415123+00,7559,12
1142,7,2,2018-05-14 22:48:40.418854+00,2018-05-14 22:48:40.418878+00,7425,6
1143,7,3,2018-05-14 22:48:40.42256+00,2018-05-14 22:48:40.422585+00,7473,6
1144,7,3,2018-05-14 22:48:40.426207+00,2018-05-14 22:48:40.426241+00,7485,12
159,7,2,2017-03-07 19:33:53.452725+00,2017-03-07 19:33:53.452749+00,3,6
1145,59,5,2018-06-28 17:43:55.211819+00,2018-06-28 17:43:55.211855+00,7428,6
1146,59,4,2018-06-28 17:43:55.220527+00,2018-06-28 17:43:55.220557+00,7485,6
1147,59,5,2018-06-28 17:43:55.224305+00,2018-06-28 17:43:55.224332+00,32,6
1148,59,5,2018-06-28 17:43:55.228232+00,2018-06-28 17:43:55.228258+00,3,6
